,id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop,rounded_datetime,rain,temperature_2m,apparent_temperature,relativehumidity_2m,cloudcover,windspeed_10m,is_day
25139,420136,3/12/2022,sábado,14:18:00,SC,101.0,206.2,SAO JOSE,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Sem Vítimas,Pleno dia,Decrescente,Garoa/Chuvisco,Múltipla,Reta,Sim,1,0,0,0,1,0,0,1,-27.59193546,-48.61824557,SPRF-SC,DEL01-SC,UOP01-DEL01-SC,12/03/2022 14:00:00,0.1,21.8,22.8,78.0,100.0,12.7,1.0
53014,480007,10/1/2022,sábado,8:38:00,PR,277.0,83.0,CURITIBA,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Interseção de vias,Sim,2,0,1,0,1,0,1,2,-25.44629731,-49.23119545,SPRF-PR,DEL01-PR,UOP01-DEL01-PR,01/10/2022 09:00:00,0.2,13.9,14.1,94.0,100.0,5.4,1.0
21129,413367,2/6/2022,domingo,23:25:00,ES,101.0,391.0,RIO NOVO DO SUL,Animais na Pista,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,1,0,1,0,0,0,1,1,-20.86242099,-40.88072777,SPRF-ES,DEL03-ES,UOP02-DEL03-ES,06/02/2022 23:00:00,0.5,24.6,28.3,87.0,17.0,9.3,0.0
22678,416190,2/20/2022,domingo,23:20:00,PE,316.0,44.0,ARARIPINA,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,4,0,2,2,0,0,4,1,-7.68455688,-40.3628659,SPRF-PE,DEL05-PE,UOP02-DEL05-PE,20/02/2022 23:00:00,0.2,22.2,25.6,90.0,74.0,4.7,0.0
61703,493008,12/15/2022,quinta-feira,18:00:00,RS,392.0,27.0,RIO GRANDE,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,3,0,2,0,0,1,2,2,-32.07415155,-52.26394823,SPRF-RS,DEL07-RS,UOP02-DEL07-RS,15/12/2022 18:00:00,0.0,23.9,22.8,67.0,53.0,25.3,1.0
32875,449235,4/17/2022,domingo,17:25:00,AL,104.0,88.0,RIO LARGO,Reação tardia ou ineficiente do condutor,Colisão transversal,Com Vítimas Fatais,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,3,1,0,0,2,0,0,2,-9.48375193,-35.81815581,SPRF-AL,DEL01-AL,UOP01-DEL01-AL,17/04/2022 17:00:00,0.2,27.0,29.7,74.0,37.0,15.1,1.0
39868,459703,7/4/2022,segunda-feira,17:05:00,ES,101.0,144.0,LINHARES,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,1,-19.35188295,-40.0636685,SPRF-ES,DEL04-ES,UOP01-DEL04-ES,04/07/2022 17:00:00,0.2,23.4,24.5,72.0,35.0,12.4,1.0
4584,444176,4/17/2022,domingo,0:10:00,MA,222.0,253.6,MIRANDA DO NORTE,Manobra de mudança de faixa,Colisão transversal,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,-3.57371589,-44.58787511,SPRF-MA,DEL01-MA,UOP02-DEL01-MA,17/04/2022 00:00:00,0.0,25.0,30.1,92.0,33.0,4.6,0.0
28044,424803,4/5/2022,terça-feira,20:20:00,PB,230.0,154.0,CAMPINA GRANDE,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Vento,Simples,Reta,Não,1,0,0,1,0,0,1,1,-7.2763,-35.8887,SPRF-PB,DEL02-PB,UOP01-DEL02-PB,05/04/2022 20:00:00,0.0,23.4,25.5,81.0,63.0,11.9,0.0
34174,451202,5/21/2022,sábado,16:30:00,PA,230.0,745.0,MEDICILANDIA,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,4,0,1,0,3,0,1,2,-3.44349282,-52.88971706,SPRF-PA,DEL04-PA,UOP01-DEL04-PA,21/05/2022 17:00:00,1.0,27.0,31.4,76.0,54.0,5.6,1.0
15124,489666,11/29/2022,terça-feira,11:30:00,PE,101.0,144.7,RIBEIRAO,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-8.45351687,-35.35716511,SPRF-PE,DEL01-PE,UOP03-DEL01-PE,29/11/2022 12:00:00,0.0,29.3,32.8,64.0,100.0,13.5,1.0
44409,466662,8/8/2022,segunda-feira,5:30:00,DF,60.0,2.0,BRASILIA,Manobra de mudança de faixa,Colisão traseira,Sem Vítimas,Amanhecer,Crescente,Céu Claro,Dupla,Não Informado,Sim,1,0,0,0,1,0,0,1,-15.887383,-48.077988,SPRF-DF,DEL01-DF,UOP02-DEL01-DF,08/08/2022 06:00:00,0.0,17.8,16.4,51.0,8.0,4.6,0.0
47963,472151,9/3/2022,sábado,23:50:00,RS,116.0,39.2,VACARIA,Desrespeitar a preferência no cruzamento,Colisão transversal,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Rotatória,Sim,3,0,0,0,3,0,0,2,-28.5120121,-50.93237991,SPRF-RS,DEL05-RS,UOP03-DEL05-RS,04/09/2022 00:00:00,0.0,2.4,-1.3,89.0,3.0,11.0,0.0
52315,479003,10/6/2022,quinta-feira,19:32:00,SP,116.0,282.1,EMBU DAS ARTES,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Múltipla,Reta,Sim,2,0,1,0,0,1,1,2,-23.68570216,-46.85970975,SPRF-SP,DEL04-SP,UOP01-DEL04-SP,06/10/2022 20:00:00,0.2,21.9,24.1,83.0,100.0,7.9,0.0
53614,480896,10/15/2022,sábado,21:30:00,ES,101.0,20.0,PEDRO CANARIO,Entrada inopinada do pedestre,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,2,0,1,0,1,0,1,1,-18.32561,-39.9584401,SPRF-ES,DEL04-ES,UOP02-DEL04-ES,15/10/2022 22:00:00,0.0,21.7,23.5,87.0,56.0,12.0,0.0
41667,462454,7/18/2022,segunda-feira,11:20:00,RJ,101.0,321.0,NITEROI,Frear bruscamente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,1,0,1,2,-22.86981096,-43.11046465,SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ,18/07/2022 11:00:00,0.2,24.2,26.1,72.0,80.0,9.0,1.0
18686,408887,1/15/2022,sábado,21:00:00,MT,163.0,1063.0,GUARANTA DO NORTE,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,1,0,1,0,0,0,1,1,-9.97099369,-54.9053409,SPRF-MT,DEL06-MT,UOP02-DEL06-MT,15/01/2022 21:00:00,0.0,25.1,29.1,84.0,31.0,7.4,0.0
21351,413757,2/8/2022,terça-feira,19:55:00,PR,376.0,115.9,ALTO PARANA,Deficiência do Sistema de Iluminação/Sinalização,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-23.100829,-52.359074,SPRF-PR,DEL09-PR,UOP02-DEL09-PR,08/02/2022 20:00:00,0.0,24.8,25.0,52.0,8.0,7.7,0.0
7140,455215,6/11/2022,sábado,12:50:00,MG,251.0,333.0,FRUTA DE LEITE,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2,0,0,1,0,1,1,1,-16.25584596,-42.43923797,SPRF-MG,DEL12-MG,UOP01-DEL12-MG,11/06/2022 13:00:00,0.0,29.2,29.3,27.0,0.0,5.2,1.0
44436,466704,8/8/2022,segunda-feira,9:50:00,SC,282.0,50.0,AGUAS MORNAS,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Curva,Não,2,0,1,0,1,0,1,1,-27.708536,-48.952251,SPRF-SC,DEL01-SC,UOP03-DEL01-SC,08/08/2022 10:00:00,0.2,14.5,14.1,92.0,100.0,9.6,1.0
63224,495282,12/25/2022,domingo,21:15:00,RS,153.0,18.9,SEVERIANO DE ALMEIDA,Ingestão de álcool pelo condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,2,0,1,0,1,0,1,2,-27.457563,-52.088527,SPRF-RS,DEL08-RS,UOP04-DEL08-RS,25/12/2022 21:00:00,0.5,19.0,21.5,92.0,100.0,1.9,0.0
60936,491826,12/9/2022,sexta-feira,22:00:00,SC,101.0,87.7,BARRA VELHA,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,1,-26.63713377,-48.69651057,SPRF-SC,DEL03-SC,UOP02-DEL03-SC,09/12/2022 22:00:00,0.0,24.1,26.9,83.0,46.0,10.7,0.0
15154,489772,11/29/2022,terça-feira,23:20:00,MA,226.0,299.0,BARRA DO CORDA,Carga excessiva e/ou mal acondicionada,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Desvio Temporário,Sim,2,0,1,0,1,0,1,1,-5.49791235,-45.24263176,SPRF-MA,DEL03-MA,UOP03-DEL03-MA,29/11/2022 23:00:00,0.2,23.7,28.3,93.0,31.0,4.0,0.0
36712,455031,6/10/2022,sexta-feira,10:30:00,CE,116.0,338.7,JAGUARIBE,Pista esburacada,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,1,-6.14292899,-38.6495453,SPRF-CE,DEL05-CE,UOP02-DEL05-CE,10/06/2022 11:00:00,0.0,28.7,31.2,60.0,91.0,18.4,1.0
37203,455732,6/14/2022,terça-feira,7:14:00,PR,277.0,730.5,FOZ DO IGUACU,Condutor deixou de manter distância do veículo da frente,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Nevoeiro/Neblina,Simples,Reta,Sim,4,0,3,0,1,0,3,3,-25.50952405,-54.59990501,SPRF-PR,DEL05-PR,UOP03-DEL05-PR,14/06/2022 07:00:00,0.0,8.9,6.8,94.0,0.0,10.7,0.0
24184,418643,3/4/2022,sexta-feira,20:00:00,SC,101.0,278.3,IMBITUBA,Condutor usando celular,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,Não,1,0,1,0,0,0,1,1,-28.16300604,-48.6939345,SPRF-SC,DEL02-SC,UOP03-DEL02-SC,04/03/2022 20:00:00,0.0,25.3,29.3,88.0,92.0,11.4,0.0
32924,449301,5/11/2022,quarta-feira,18:30:00,MG,40.0,627.3,CONSELHEIRO LAFAIETE,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,2,0,0,0,2,1,-20.647269,-43.80983,SPRF-MG,DEL05-MG,UOP02-DEL05-MG,11/05/2022 19:00:00,0.0,21.1,20.9,58.0,12.0,6.8,0.0
12113,476476,9/24/2022,sábado,14:10:00,PR,163.0,153.4,SANTA LUCIA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Desvio Temporário,Não,1,0,0,0,1,0,0,1,-25.39324795,-53.57661137,SPRF-PR,DEL04-PR,UOP04-DEL04-PR,24/09/2022 14:00:00,0.0,22.2,23.5,49.0,6.0,7.6,1.0
51794,478168,10/2/2022,domingo,11:10:00,RN,406.0,165.8,SAO GONCALO DO AMARANTE,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Sol,Simples,Não Informado,Não,2,0,0,0,2,0,0,2,-5.74491099,-35.33606529,SPRF-RN,DEL02-RN,UOP01-DEL02-RN,02/10/2022 11:00:00,0.0,28.4,30.3,58.0,25.0,23.9,1.0
31567,447193,5/1/2022,domingo,19:30:00,GO,40.0,9.0,LUZIANIA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,0,1,0,0,1,1,-16.131158,-47.957739,SPRF-DF,DEL01-DF,UOP01-DEL01-DF,01/05/2022 20:00:00,0.0,22.5,22.5,53.0,45.0,5.6,0.0
41526,462257,7/17/2022,domingo,14:40:00,MG,262.0,120.0,RIO CASCA,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,3,0,1,0,2,0,1,2,-20.21946878,-42.65064354,SPRF-MG,DEL03-MG,UOP03-DEL03-MG,17/07/2022 15:00:00,0.0,28.0,27.8,38.0,29.0,6.0,1.0
52494,479257,10/7/2022,sexta-feira,20:00:00,RJ,493.0,3.0,ITABORAI,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Sim,2,0,1,0,1,0,1,1,-22.7525329,-42.94160092,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,07/10/2022 20:00:00,0.0,24.3,29.1,93.0,52.0,4.7,0.0
14110,485468,11/8/2022,terça-feira,3:45:00,SP,116.0,22.1,LAVRINHAS,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Não,3,0,1,1,1,0,2,2,-22.58368521,-44.87772952,SPRF-SP,DEL08-SP,UOP02-DEL08-SP,08/11/2022 04:00:00,0.1,14.6,15.4,94.0,100.0,2.8,0.0
49894,475125,9/18/2022,domingo,5:10:00,PB,230.0,399.9,POMBAL,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Não Informado,Não,5,0,4,1,0,0,5,1,-6.816352,-37.765836,SPRF-PB,DEL03-PB,UOP02-DEL03-PB,18/09/2022 05:00:00,0.0,22.6,23.8,73.0,16.0,10.2,0.0
62693,494535,12/22/2022,quinta-feira,20:55:00,PE,116.0,24.0,SALGUEIRO,Reação tardia ou ineficiente do condutor,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Sim,2,0,1,0,0,1,1,1,-8.052562,-39.13718,SPRF-PE,DEL05-PE,UOP01-DEL05-PE,22/12/2022 21:00:00,0.1,26.5,28.9,63.0,76.0,7.0,0.0
24272,418776,3/5/2022,sábado,11:00:00,RO,364.0,535.0,ALTO PARAISO,Ingestão de álcool pelo condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,-9.75412198,-63.09728697,SPRF-RO,DEL03-RO,UOP01-DEL03-RO,05/03/2022 11:00:00,0.0,25.5,30.2,85.0,81.0,4.7,1.0
44336,466565,8/7/2022,domingo,18:30:00,PR,277.0,713.0,SANTA TEREZINHA DE ITAIPU,Ingestão de álcool pelo condutor,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,-25.46144154,-54.44010119,SPRF-PR,DEL05-PR,UOP01-DEL05-PR,07/08/2022 19:00:00,0.6,17.5,19.3,99.0,100.0,5.5,0.0
46798,470427,8/26/2022,sexta-feira,15:00:00,PB,230.0,234.6,JUAZEIRINHO,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Sim,3,0,0,2,1,0,2,2,-7.0473,-36.5268,SPRF-PB,DEL02-PB,UOP02-DEL02-PB,26/08/2022 15:00:00,0.0,27.3,24.8,40.0,100.0,22.4,1.0
13234,481420,10/18/2022,terça-feira,12:30:00,PR,476.0,144.7,CURITIBA,Reação tardia ou ineficiente do condutor,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,-25.542501,-49.313011,SPRF-PR,DEL01-PR,UAP06-DEL01-PR,18/10/2022 13:00:00,0.8,17.2,17.3,96.0,100.0,14.5,1.0
55331,483358,10/28/2022,sexta-feira,7:35:00,RN,406.0,149.5,CEARA-MIRIM,Ausência de reação do condutor,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Não,3,0,2,0,1,0,2,3,-5.6485583,-35.44127004,SPRF-RN,DEL02-RN,UOP01-DEL02-RN,28/10/2022 08:00:00,0.1,27.2,28.3,68.0,52.0,22.0,1.0
5020,446194,4/26/2022,terça-feira,15:05:00,BA,116.0,498.5,SANTA TERESINHA,Ultrapassagem Indevida,Colisão lateral sentido oposto,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Reta,Não,2,1,1,0,0,0,1,2,-12.58064786,-39.51536972,SPRF-BA,DEL02-BA,UOP01-DEL02-BA,26/04/2022 15:00:00,0.3,26.8,28.8,71.0,32.0,16.8,1.0
47519,471497,8/31/2022,quarta-feira,20:00:00,PR,277.0,730.0,FOZ DO IGUACU,Ultrapassagem Indevida,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Ponte,Sim,11,0,0,0,11,0,0,6,-25.50826305,-54.59238593,SPRF-PR,DEL05-PR,UOP03-DEL05-PR,31/08/2022 20:00:00,0.0,20.1,20.0,70.0,0.0,9.8,0.0
29384,443971,2/27/2022,domingo,0:30:00,RJ,116.0,135.0,DUQUE DE CAXIAS,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-22.65225773,-43.16309893,SPRF-RJ,DEL02-RJ,UOP04-DEL02-RJ,27/02/2022 01:00:00,0.0,23.9,28.3,98.0,20.0,9.5,0.0
48555,473107,9/8/2022,quinta-feira,10:00:00,MG,381.0,483.0,BETIM,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Não,2,0,1,0,0,1,1,2,-19.95757738,-44.07946587,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,08/09/2022 10:00:00,0.0,22.0,21.6,46.0,0.0,9.2,1.0
57007,485822,11/10/2022,quinta-feira,0:50:00,BA,101.0,678.3,ITAGIMIRIM,Ausência de reação do condutor,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,2,1,0,0,3,1,-16.06754448,-39.6226663,SPRF-BA,DEL09-BA,UOP01-DEL09-BA,10/11/2022 01:00:00,0.0,21.6,25.1,94.0,100.0,4.9,0.0
6075,450759,5/12/2022,quinta-feira,8:40:00,GO,80.0,17.0,PADRE BERNARDO,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Não Informado,Não,1,0,1,0,0,0,1,1,-15.400039,-48.199825,SPRF-DF,DEL01-DF,UOP03-DEL01-DF,12/05/2022 09:00:00,0.0,24.4,25.1,52.0,46.0,3.9,1.0
29851,444600,2/17/2022,quinta-feira,16:00:00,RO,364.0,850.0,PORTO VELHO,Demais falhas na via,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,0,0,1,1,2,-9.46717102,-64.75770698,SPRF-RO,DEL01-RO,UOP02-DEL01-RO,17/02/2022 16:00:00,0.2,30.3,34.7,59.0,61.0,10.7,1.0
32615,448798,5/9/2022,segunda-feira,17:40:00,MT,163.0,732.0,SORRISO,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Anoitecer,Crescente,Céu Claro,Simples,Desvio Temporário,Não,2,0,0,0,2,0,0,2,-12.69952,-55.812667,SPRF-MT,DEL06-MT,UOP01-DEL06-MT,09/05/2022 18:00:00,0.1,30.1,31.8,46.0,20.0,6.0,1.0
25893,421353,3/18/2022,sexta-feira,17:54:00,PR,277.0,466.3,NOVA LARANJEIRAS,Velocidade Incompatível,Capotamento,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Simples,Curva,Não,1,0,1,0,0,0,1,1,-25.35433409,-52.48223603,SPRF-PR,DEL04-PR,UOP02-DEL04-PR,18/03/2022 18:00:00,5.2,21.3,25.2,97.0,92.0,3.1,1.0
5656,448986,5/10/2022,terça-feira,14:45:00,RJ,40.0,105.0,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Desvio Temporário,Não,2,0,0,1,1,0,1,2,-22.63784806,-43.28428824,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ,10/05/2022 15:00:00,0.0,24.4,25.0,64.0,54.0,13.2,1.0
54955,482781,10/24/2022,segunda-feira,20:00:00,SP,153.0,58.6,SAO JOSE DO RIO PRETO,Ingestão de álcool pelo condutor,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,1,0,0,1,-20.77838195,-49.35300538,SPRF-SP,DEL09-SP,UOP01-DEL09-SP,24/10/2022 20:00:00,0.0,26.3,25.6,42.0,1.0,10.1,0.0
2625,418983,3/6/2022,domingo,14:05:00,PR,277.0,6.6,PARANAGUA,Ausência de reação do condutor,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Não Informado,Não,1,0,0,0,1,0,0,1,-25.56097423,-48.5826851,SPRF-PR,DEL01-PR,UOP05-DEL01-PR,06/03/2022 14:00:00,0.0,32.4,39.9,65.0,9.0,9.2,1.0
27064,423147,3/27/2022,domingo,22:40:00,SC,101.0,37.0,JOINVILLE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Não Informado,Não,2,0,1,0,0,1,1,2,-26.28264145,-48.88916016,SPRF-SC,DEL03-SC,UOP01-DEL03-SC,27/03/2022 23:00:00,0.2,21.8,25.6,97.0,86.0,5.3,0.0
32654,448860,5/9/2022,segunda-feira,18:50:00,PR,116.0,78.0,PIRAQUARA,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Múltipla,Reta,Não,2,0,0,2,0,0,2,1,-25.39030098,-49.05511906,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,09/05/2022 19:00:00,0.0,15.5,15.7,96.0,47.0,9.7,0.0
44792,467277,7/2/2022,sábado,21:40:00,MG,116.0,612.0,ORIZANIA,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Ignorado,Simples,Reta,Não,4,0,1,1,0,2,2,1,-20.52070883,-42.19768259,SPRF-MG,DEL07-MG,UOP03-DEL07-MG,02/07/2022 22:00:00,0.0,15.6,15.8,85.0,3.0,4.7,0.0
25989,421507,3/19/2022,sábado,11:15:00,SP,116.0,209.0,GUARULHOS,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,0,2,1,2,-23.42511799,-46.40221101,SPRF-SP,DEL01-SP,UOP01-DEL01-SP,19/03/2022 11:00:00,0.0,27.3,30.3,65.0,16.0,11.2,1.0
52035,478530,10/4/2022,terça-feira,2:30:00,MG,381.0,479.2,CONTAGEM,Avarias e/ou desgaste excessivo no pneu,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Múltipla,Curva,Sim,1,0,1,0,0,0,1,1,-19.96451666,-44.04571209,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,04/10/2022 03:00:00,0.0,17.7,19.5,95.0,74.0,4.0,0.0
29883,444640,4/18/2022,segunda-feira,19:50:00,PI,343.0,307.0,ALTOS,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Reta,Sim,2,0,1,0,1,0,1,2,-5.039882,-42.45954037,SPRF-PI,DEL01-PI,UOP01-DEL01-PI,18/04/2022 20:00:00,2.4,23.6,28.5,100.0,62.0,6.7,0.0
21125,413361,2/6/2022,domingo,22:00:00,PB,230.0,62.0,CRUZ DO ESPIRITO SANTO,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,Não,4,1,0,0,3,0,0,2,-7.202,-35.1574,SPRF-PB,DEL01-PB,UOP03-DEL01-PB,06/02/2022 22:00:00,0.0,24.9,28.7,81.0,5.0,5.8,0.0
11670,474535,9/15/2022,quinta-feira,13:25:00,BA,101.0,913.0,NOVA VICOSA,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,1,1,0,2,1,-18.02214003,-39.86241954,SPRF-BA,DEL09-BA,UOP02-DEL09-BA,15/09/2022 13:00:00,0.0,30.7,32.4,40.0,50.0,10.1,1.0
13720,483595,10/29/2022,sábado,6:05:00,SC,470.0,244.5,CURITIBANOS,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Amanhecer,Crescente,Nublado,Simples,Curva,Não,7,0,4,0,3,0,4,6,-27.315066,-50.532113,SPRF-SC,DEL05-SC,UOP03-DEL05-SC,29/10/2022 06:00:00,0.0,15.7,16.7,97.0,74.0,5.4,1.0
25708,421013,3/16/2022,quarta-feira,21:35:00,RS,285.0,110.0,VACARIA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,1,0,1,0,0,0,1,1,-28.514071,-50.83876,SPRF-RS,DEL05-RS,UOP03-DEL05-RS,16/03/2022 22:00:00,0.0,15.7,15.8,88.0,10.0,7.5,0.0
54015,481453,10/18/2022,terça-feira,16:20:00,PR,153.0,509.0,GENERAL CARNEIRO,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,2,0,0,1,1,0,1,2,-26.54214,-51.40268,SPRF-PR,DEL02-PR,UOP03-DEL02-PR,18/10/2022 16:00:00,0.7,15.2,15.0,98.0,100.0,12.1,1.0
4266,442766,4/11/2022,segunda-feira,5:00:00,GO,40.0,6.8,VALPARAISO DE GOIAS,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Amanhecer,Decrescente,Chuva,Dupla,Não Informado,Sim,2,0,1,0,0,1,1,2,-16.100814,-47.977351,SPRF-DF,DEL01-DF,UOP01-DEL01-DF,11/04/2022 05:00:00,0.0,19.9,22.7,90.0,25.0,1.1,0.0
