,id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop,rounded_datetime,rain,temperature_2m,apparent_temperature,relativehumidity_2m,cloudcover,windspeed_10m,is_day
31771,447538,5/3/2022,terça-feira,8:40:00,PR,163.0,184.0,SANTA TEREZA DO OESTE,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-25.14321919,-53.58795779,SPRF-PR,DEL04-PR,UOP04-DEL04-PR,03/05/2022 09:00:00,3.1,18.0,19.5,100.0,100.0,9.4,1.0
31791,447570,5/3/2022,terça-feira,12:00:00,MT,70.0,713.7,CACERES,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,4,0,1,0,3,0,1,1,-16.24559649,-57.53816911,SPRF-MT,DEL03-MT,UOP01-DEL03-MT,03/05/2022 12:00:00,0.4,26.8,28.4,64.0,74.0,18.3,1.0
31810,447609,5/3/2022,terça-feira,18:35:00,SC,101.0,216.0,PALHOCA,Chuva,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Não Informado,Sim,1,0,1,0,0,0,1,1,-27.65981409,-48.67747798,SPRF-SC,DEL01-SC,UOP02-DEL01-SC,03/05/2022 19:00:00,2.7,18.9,20.2,92.0,100.0,9.8,0.0
31814,447614,5/3/2022,terça-feira,18:45:00,PR,116.0,37.0,CAMPINA GRANDE DO SUL,Chuva,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Curva,Não,3,0,2,0,1,0,2,1,-25.13988802,-48.85618719,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,03/05/2022 19:00:00,1.2,18.7,20.9,100.0,82.0,7.0,0.0
31867,447700,3/24/2022,quinta-feira,18:25:00,PR,476.0,136.7,CURITIBA,Chuva,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Dupla,Reta,Sim,5,0,1,0,4,0,1,4,-25.491047,-49.271679,SPRF-PR,DEL01-PR,UOP03-DEL01-PR,24/03/2022 18:00:00,2.5,22.4,24.4,84.0,54.0,10.9,1.0
31868,447701,5/4/2022,quarta-feira,7:00:00,GO,158.0,268.0,JATAI,Chuva,Tombamento,Com Vítimas Feridas,Amanhecer,Crescente,Chuva,Simples,Reta,Sim,1,0,1,0,0,0,1,1,-17.846682,-51.73598,SPRF-GO,DEL05-GO,UOP01-DEL05-GO,04/05/2022 07:00:00,0.0,19.1,20.4,88.0,100.0,8.3,1.0
32017,447933,5/5/2022,quinta-feira,18:04:00,ES,101.0,330.4,GUARAPARI,Chuva,Tombamento,Com Vítimas Fatais,Plena Noite,Crescente,Chuva,Dupla,Curva,Não,2,1,0,0,0,1,0,1,-20.5929953,-40.50133975,SPRF-ES,DEL03-ES,UOP01-DEL03-ES,05/05/2022 18:00:00,0.1,24.8,29.5,87.0,74.0,3.3,0.0
32307,448381,5/7/2022,sábado,20:20:00,PB,230.0,55.0,CRUZ DO ESPIRITO SANTO,Chuva,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-7.2014,-35.0943,SPRF-PB,DEL01-PB,UOP03-DEL01-PB,07/05/2022 20:00:00,0.0,24.2,27.6,88.0,67.0,11.0,0.0
32404,448512,5/8/2022,domingo,12:45:00,AP,156.0,583.0,CALCOENE,Chuva,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,4,0,4,0,0,0,4,1,2.31961104,-50.96727105,SPRF-AP,,UOP02-DEL01-AP,08/05/2022 13:00:00,3.8,25.3,30.1,90.0,72.0,7.3,1.0
32560,448713,5/9/2022,segunda-feira,9:15:00,BA,324.0,600.0,SIMOES FILHO,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-12.74882798,-38.43296497,SPRF-BA,DEL01-BA,UOP01-DEL01-BA,09/05/2022 09:00:00,2.3,24.4,27.5,89.0,71.0,14.3,1.0
32586,448752,4/14/2022,quinta-feira,17:00:00,SP,116.0,560.0,BARRA DO TURVO,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-25.01571198,-48.50929106,SPRF-SP,DEL05-SP,UOP02-DEL05-SP,14/04/2022 17:00:00,0.6,17.0,17.9,97.0,100.0,10.2,1.0
32609,448790,5/9/2022,segunda-feira,17:40:00,SE,101.0,21.0,MALHADA DOS BOIS,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-10.36933692,-36.91236318,SPRF-SE,DEL02-SE,UOP02-DEL02-SE,09/05/2022 18:00:00,0.0,25.5,27.4,71.0,35.0,12.9,0.0
32811,449123,2/12/2022,sábado,16:45:00,PE,316.0,19.0,ARARIPINA,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,1,0,0,0,0,1,0,1,-7.55297709,-40.53977312,SPRF-PE,DEL05-PE,UOP02-DEL05-PE,12/02/2022 17:00:00,1.3,25.9,28.5,71.0,44.0,9.9,1.0
33335,449919,5/14/2022,sábado,23:00:00,MS,163.0,476.9,CAMPO GRANDE,Chuva,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Sim,7,0,0,6,0,1,6,2,-20.51162825,-54.56030973,SPRF-MS,DEL01-MS,UOP01-DEL01-MS,14/05/2022 23:00:00,0.0,19.7,21.3,94.0,67.0,11.3,0.0
33354,449946,5/15/2022,domingo,3:10:00,SP,116.0,509.0,CAJATI,Chuva,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Curva,Não,2,0,2,0,0,0,2,1,-24.82178987,-48.21419034,SPRF-SP,DEL05-SP,UOP02-DEL05-SP,15/05/2022 03:00:00,1.6,19.0,20.8,96.0,100.0,7.9,0.0
33380,449976,5/15/2022,domingo,6:48:00,MG,381.0,799.5,SAO GONCALO DO SAPUCAI,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Não Informado,Não,4,0,3,0,1,0,3,1,-21.97237106,-45.63123585,SPRF-MG,DEL16-MG,UOP02-DEL16-MG,15/05/2022 07:00:00,1.6,15.8,16.6,91.0,100.0,4.2,1.0
33388,449988,5/15/2022,domingo,6:30:00,RS,290.0,76.0,GRAVATAI,Chuva,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Chuva,Múltipla,Reta,Não,1,0,0,0,1,0,0,1,-29.956612,-51.017124,SPRF-RS,DEL01-RS,UOP01-DEL01-RS,15/05/2022 07:00:00,0.3,15.7,16.4,95.0,100.0,6.1,0.0
33389,449989,5/15/2022,domingo,9:00:00,SP,381.0,54.0,MAIRIPORA,Chuva,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Garoa/Chuvisco,Múltipla,Curva,Sim,4,0,0,0,4,0,0,1,-23.2449074,-46.59562343,SPRF-SP,DEL03-SP,UOP01-DEL03-SP,15/05/2022 09:00:00,1.0,18.0,18.2,87.0,29.0,12.3,1.0
33406,450015,5/15/2022,domingo,11:40:00,BA,101.0,535.0,SAO JOSE DA VITORIA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Não Informado,Não,1,0,1,0,0,0,1,1,-15.10695908,-39.36763389,SPRF-BA,DEL05-BA,UOP01-DEL05-BA,15/05/2022 12:00:00,1.4,23.8,27.1,85.0,100.0,7.7,1.0
33412,450023,5/3/2022,terça-feira,11:35:00,PR,467.0,108.0,CASCAVEL,Chuva,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,-24.926173,-53.4590783,SPRF-PR,DEL04-PR,UOP01-DEL04-PR,03/05/2022 12:00:00,4.0,17.8,18.7,99.0,100.0,12.3,1.0
33435,450056,5/15/2022,domingo,15:00:00,RJ,101.0,196.0,CASIMIRO DE ABREU,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-22.49207101,-42.10926701,SPRF-RJ,DEL08-RJ,UOP04-DEL08-RJ,15/05/2022 15:00:00,1.0,23.9,25.7,72.0,77.0,9.5,1.0
33450,450076,5/15/2022,domingo,12:00:00,MG,381.0,671.3,PERDOES,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Não Informado,Não,1,0,0,0,0,1,0,1,-21.0667766,-45.0523138,SPRF-MG,DEL04-MG,UOP02-DEL04-MG,15/05/2022 12:00:00,0.8,17.4,17.2,89.0,94.0,14.3,1.0
33480,450109,5/15/2022,domingo,10:50:00,RS,293.0,50.0,CERRITO,Chuva,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,2,0,2,0,0,0,2,1,-31.7310051,-52.82657602,SPRF-RS,DEL07-RS,UOP01-DEL07-RS,15/05/2022 11:00:00,0.1,14.9,13.3,91.0,100.0,18.1,1.0
33538,450192,5/16/2022,segunda-feira,7:45:00,MG,381.0,743.8,TRES CORACOES,Chuva,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,5,0,1,1,3,0,2,2,-21.62606989,-45.26880608,SPRF-MG,DEL16-MG,UOP02-DEL16-MG,16/05/2022 08:00:00,0.1,17.0,17.2,94.0,48.0,12.6,1.0
33742,450506,5/17/2022,terça-feira,18:11:00,PA,316.0,43.8,SANTA IZABEL DO PARA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-1.27648404,-48.104951,SPRF-PA,DEL01-PA,UOP01-DEL01-PA,17/05/2022 18:00:00,0.0,27.6,32.0,76.0,86.0,7.8,1.0
33850,450681,5/19/2022,quinta-feira,9:39:00,PI,343.0,4.2,TERESINA,Chuva,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Interseção de vias,Sim,2,0,0,1,1,0,1,1,-5.0802362,-42.7870059,SPRF-PI,DEL01-PI,UOP01-DEL01-PI,19/05/2022 10:00:00,0.9,28.2,32.7,74.0,73.0,7.6,1.0
33964,450882,2/8/2022,terça-feira,13:45:00,MT,163.0,17.6,ITIQUIRA,Chuva,Colisão lateral sentido oposto,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,3,1,1,0,1,0,1,2,-17.36979999,-54.75646867,SPRF-MT,DEL02-MT,UOP01-DEL02-MT,08/02/2022 14:00:00,0.2,27.7,31.3,67.0,69.0,4.6,1.0
33992,450931,5/20/2022,sexta-feira,14:13:00,PE,101.0,115.9,CABO DE SANTO AGOSTINHO,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-8.345104,-35.146363,SPRF-PE,DEL01-PE,UOP03-DEL01-PE,20/05/2022 14:00:00,0.7,26.5,29.7,83.0,69.0,16.9,1.0
34194,451237,5/21/2022,sábado,21:00:00,PE,101.0,187.0,PALMARES,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Sim,2,0,1,1,0,0,2,1,-8.687353,-35.587844,SPRF-PE,DEL01-PE,UOP03-DEL01-PE,21/05/2022 21:00:00,0.2,22.5,26.4,96.0,100.0,6.9,0.0
34430,451580,5/23/2022,segunda-feira,15:20:00,PB,101.0,84.9,BAYEUX,Chuva,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Sim,2,0,1,1,0,0,2,1,-7.13957906,-34.92312806,SPRF-PB,DEL01-PB,UOP01-DEL01-PB,23/05/2022 15:00:00,1.8,26.2,29.4,83.0,64.0,16.7,1.0
34457,451624,5/23/2022,segunda-feira,21:25:00,RN,101.0,109.0,PARNAMIRIM,Chuva,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Múltipla,Reta,Sim,1,0,0,1,0,0,1,1,-5.937378,-35.26483,SPRF-RN,DEL01-RN,UOP01-DEL01-RN,23/05/2022 21:00:00,0.1,24.2,26.9,88.0,100.0,15.6,0.0
34480,451659,5/24/2022,terça-feira,5:36:00,PE,408.0,44.0,ALIANCA,Chuva,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,3,0,0,1,2,0,1,2,-7.68111007,-35.25047308,SPRF-PE,DEL01-PE,UOP02-DEL01-PE,24/05/2022 06:00:00,0.0,22.6,25.6,91.0,81.0,9.1,1.0
34882,452272,5/27/2022,sexta-feira,10:20:00,PE,408.0,84.7,PAUDALHO,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Não Informado,Não,1,0,0,0,1,0,0,1,-7.953301,-35.104863,SPRF-PE,DEL01-PE,UOP01-DEL01-PE,27/05/2022 10:00:00,0.1,25.8,28.4,83.0,73.0,18.7,1.0
34947,452368,5/27/2022,sexta-feira,20:15:00,RS,116.0,243.0,SAO LEOPOLDO,Chuva,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Desvio Temporário,Sim,8,0,3,0,5,0,3,5,-29.73196199,-51.14952004,SPRF-RS,DEL01-RS,UOP02-DEL01-RS,27/05/2022 20:00:00,0.0,17.5,18.1,87.0,100.0,8.2,0.0
35007,452454,5/28/2022,sábado,7:15:00,PR,277.0,667.8,MEDIANEIRA,Chuva,Colisão traseira,Com Vítimas Feridas,Amanhecer,Crescente,Chuva,Dupla,Reta,Sim,2,0,1,0,0,1,1,2,-25.26577498,-54.05432901,SPRF-PR,DEL05-PR,UOP02-DEL05-PR,28/05/2022 07:00:00,0.0,16.7,16.4,85.0,73.0,11.2,0.0
35018,452471,5/27/2022,sexta-feira,17:30:00,PE,232.0,71.0,GRAVATA,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,1,0,0,0,1,0,0,1,-8.18344403,-35.49296599,SPRF-PE,DEL02-PE,UOP02-DEL02PE,27/05/2022 18:00:00,0.2,20.7,22.1,93.0,100.0,15.5,0.0
35023,452477,5/28/2022,sábado,10:10:00,RS,386.0,129.0,SARANDI,Chuva,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Sim,1,0,1,0,0,0,1,1,-27.934816,-52.96,SPRF-RS,DEL08-RS,UOP01-DEL08-RS,28/05/2022 10:00:00,0.5,17.2,17.0,90.0,100.0,14.5,1.0
35025,452481,5/28/2022,sábado,7:30:00,SC,282.0,631.7,DESCANSO,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,1,0,1,0,0,0,1,1,-26.82564097,-53.40376854,SPRF-SC,DEL07-SC,UOP03-DEL07-SC,28/05/2022 08:00:00,0.8,17.3,18.2,91.0,100.0,7.6,1.0
35187,452709,5/29/2022,domingo,10:50:00,SC,101.0,189.5,BIGUACU,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-27.459393,-48.638914,SPRF-SC,DEL01-SC,UOP01-DEL01-SC,29/05/2022 11:00:00,0.2,22.1,24.7,80.0,85.0,3.3,1.0
35189,452714,5/29/2022,domingo,11:20:00,SC,101.0,186.0,BIGUACU,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,2,0,2,0,0,0,2,1,-27.4341098,-48.62567129,SPRF-SC,DEL01-SC,UOP01-DEL01-SC,29/05/2022 11:00:00,0.2,22.8,25.5,76.0,85.0,3.3,1.0
35192,452718,5/29/2022,domingo,12:00:00,SC,101.0,189.0,BIGUACU,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,3,0,1,0,2,0,1,1,-27.459393,-48.638914,SPRF-SC,DEL01-SC,UOP01-DEL01-SC,29/05/2022 12:00:00,0.0,22.8,25.6,76.0,68.0,1.0,1.0
35229,452774,5/29/2022,domingo,19:15:00,ES,101.0,325.1,GUARAPARI,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-20.55491301,-40.48064614,SPRF-ES,DEL03-ES,UOP01-DEL03-ES,29/05/2022 19:00:00,0.1,22.9,25.4,86.0,84.0,11.2,0.0
35255,452806,5/29/2022,domingo,21:00:00,PR,116.0,97.0,SAO JOSE DOS PINHAIS,Chuva,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Chuva,Múltipla,Reta,Não,1,0,0,0,0,1,0,1,-25.51232495,-49.12871007,SPRF-PR,DEL01-PR,UOP01-DEL01-PR,29/05/2022 21:00:00,1.4,17.2,17.3,88.0,100.0,10.8,0.0
35265,452819,5/29/2022,domingo,21:20:00,SE,101.0,99.6,SAO CRISTOVAO,Chuva,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Não,2,0,2,0,0,0,2,1,-10.93360681,-37.18950023,SPRF-SE,DEL02-SE,UOP01-DEL02-SE,29/05/2022 21:00:00,0.3,23.8,25.4,92.0,78.0,23.7,0.0
35348,452936,5/30/2022,segunda-feira,12:50:00,PR,272.0,372.0,CAMPO MOURAO,Chuva,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Não Informado,Não,2,0,2,0,0,0,2,1,-24.0701512,-52.44571299,SPRF-PR,DEL09-PR,UOP03-DEL09-PR,30/05/2022 13:00:00,0.6,19.6,22.0,94.0,100.0,4.7,1.0
35374,452975,5/6/2022,sexta-feira,23:15:00,AL,104.0,88.0,RIO LARGO,Chuva,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Curva,Sim,2,0,1,0,1,0,1,2,-9.48375193,-35.81815581,SPRF-AL,DEL01-AL,UOP01-DEL01-AL,06/05/2022 23:00:00,0.1,24.6,28.3,84.0,29.0,8.4,0.0
35423,453055,5/31/2022,terça-feira,6:20:00,MG,381.0,924.0,ITAPEVA,Chuva,Colisão com objeto,Com Vítimas Feridas,Amanhecer,Crescente,Chuva,Dupla,Curva,Não,2,0,1,0,1,0,1,1,-22.77050246,-46.23490598,SPRF-MG,DEL16-MG,UOP03-DEL16-MG,31/05/2022 06:00:00,0.0,15.4,16.8,95.0,96.0,0.8,0.0
35442,453084,5/31/2022,terça-feira,8:40:00,SP,116.0,303.0,SAO LOURENCO DA SERRA,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Chuva,Múltipla,Reta,Não,1,0,0,0,1,0,0,1,-23.82760675,-46.92631345,SPRF-SP,DEL04-SP,UOP01-DEL04-SP,31/05/2022 09:00:00,0.6,15.1,15.3,98.0,100.0,9.8,1.0
35445,453089,5/31/2022,terça-feira,8:50:00,PR,116.0,6.0,CAMPINA GRANDE DO SUL,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,2,0,0,1,1,0,1,1,-25.08710459,-48.60776389,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,31/05/2022 09:00:00,0.3,12.3,12.2,97.0,100.0,4.3,1.0
35453,453103,5/31/2022,terça-feira,11:30:00,SP,381.0,73.0,SAO PAULO,Chuva,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Garoa/Chuvisco,Múltipla,Curva,Não,1,0,0,0,1,0,0,1,-23.36553404,-46.55253934,SPRF-SP,DEL03-SP,UOP01-DEL03-SP,31/05/2022 12:00:00,0.1,15.7,15.9,96.0,100.0,10.1,1.0
35465,453119,5/31/2022,terça-feira,13:13:00,SP,116.0,213.0,GUARULHOS,Chuva,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Múltipla,Não Informado,Sim,2,0,1,0,0,1,1,2,-23.43971486,-46.43667806,SPRF-SP,DEL01-SP,UOP01-DEL01-SP,31/05/2022 13:00:00,0.4,17.1,17.6,95.0,100.0,11.4,1.0
35475,453135,5/31/2022,terça-feira,15:40:00,RJ,40.0,110.0,DUQUE DE CAXIAS,Chuva,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Múltipla,Reta,Sim,2,0,0,1,1,0,1,2,-22.68289906,-43.28549346,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ,31/05/2022 16:00:00,0.1,23.0,24.4,80.0,100.0,15.4,1.0
35506,453178,5/31/2022,terça-feira,18:40:00,PB,230.0,173.3,CAMPINA GRANDE,Chuva,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Chuva,Simples,Desvio Temporário,Não,9,1,1,3,1,3,4,2,-7.17959582,-36.00824833,SPRF-PB,DEL02-PB,UOP02-DEL02-PB,31/05/2022 19:00:00,0.0,20.7,23.0,95.0,100.0,10.8,0.0
35533,453224,6/1/2022,quarta-feira,5:30:00,PR,376.0,304.7,MAUA DA SERRA,Chuva,Colisão com objeto,Sem Vítimas,Amanhecer,Decrescente,Nevoeiro/Neblina,Dupla,Curva,Não,2,0,0,0,2,0,0,1,-23.932071,-51.131588,SPRF-PR,DEL07-PR,UOP02-DEL07-PR,01/06/2022 06:00:00,0.0,13.9,14.2,99.0,100.0,6.0,0.0
35544,453243,6/1/2022,quarta-feira,7:42:00,CE,116.0,4.0,FORTALEZA,Chuva,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Múltipla,Reta,Não,2,0,2,0,0,0,2,1,-3.78694362,-38.51104975,SPRF-CE,DEL01-CE,UOP02-DEL01-CE,01/06/2022 08:00:00,0.3,25.3,30.0,88.0,74.0,6.0,1.0
35594,453319,6/1/2022,quarta-feira,17:45:00,SC,282.0,2.5,FLORIANOPOLIS,Chuva,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Sim,1,0,1,0,0,0,1,1,-27.603289,-48.590416,SPRF-SC,DEL01-SC,UOP01-DEL01-SC,01/06/2022 18:00:00,1.5,14.5,14.5,90.0,100.0,6.0,0.0
35653,453415,6/2/2022,quinta-feira,7:40:00,PR,277.0,720.0,FOZ DO IGUACU,Chuva,Colisão lateral mesmo sentido,Com Vítimas Feridas,Amanhecer,Crescente,Chuva,Dupla,Reta,Sim,3,0,1,0,2,0,1,3,-25.48750984,-54.50317706,SPRF-PR,DEL05-PR,UOP03-DEL05-PR,02/06/2022 08:00:00,1.6,11.1,10.3,96.0,100.0,7.2,1.0
35691,453474,5/17/2022,terça-feira,7:00:00,MG,251.0,499.0,FRANCISCO SA,Chuva,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Simples,Reta,Não,1,0,0,1,0,0,1,1,-16.66184841,-43.74378204,SPRF-MG,DEL12-MG,UOP01-DEL12-MG,17/05/2022 07:00:00,0.0,19.7,21.4,87.0,29.0,6.8,1.0
35692,453475,6/2/2022,quinta-feira,13:10:00,PR,277.0,682.9,SAO MIGUEL DO IGUACU,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-25.32986789,-54.18272203,SPRF-PR,DEL05-PR,UOP01-DEL05-PR,02/06/2022 13:00:00,0.1,12.7,12.5,97.0,100.0,6.8,1.0
35791,453629,6/3/2022,sexta-feira,11:30:00,RJ,101.0,299.0,ITABORAI,Chuva,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,-22.77432673,-42.93823207,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,03/06/2022 12:00:00,0.1,21.7,23.0,79.0,100.0,10.7,1.0
35794,453632,6/3/2022,sexta-feira,12:00:00,RJ,116.0,93.0,GUAPIMIRIM,Chuva,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Simples,Curva,Não,4,0,2,0,2,0,2,3,-22.46416302,-42.99215699,SPRF-RJ,DEL04-RJ,UOP01-DEL04-RJ,03/06/2022 12:00:00,0.2,17.2,18.1,89.0,100.0,6.4,1.0
35813,453661,6/3/2022,sexta-feira,12:10:00,PB,104.0,119.0,CAMPINA GRANDE,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,2,0,1,0,1,0,1,2,-7.20325615,-35.8752172,SPRF-PB,DEL02-PB,UOP04-DEL02-PB,03/06/2022 12:00:00,0.3,26.4,29.1,67.0,100.0,11.3,1.0
35829,453684,6/3/2022,sexta-feira,15:05:00,RJ,40.0,88.0,PETROPOLIS,Chuva,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,4,0,1,0,3,0,1,1,-22.55421014,-43.22779745,SPRF-RJ,DEL06-RJ,UOP02-DEL06-RJ,03/06/2022 15:00:00,0.1,20.4,22.0,84.0,100.0,7.8,1.0
35886,453770,6/3/2022,sexta-feira,22:30:00,SP,116.0,424.0,JUQUIA,Chuva,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Chuva,Dupla,Reta,Não,1,0,0,0,1,0,0,1,-24.3736589,-47.70692922,SPRF-SP,DEL05-SP,UOP01-DEL05-SP,03/06/2022 23:00:00,0.2,15.7,16.7,100.0,94.0,6.4,0.0
35955,453873,6/4/2022,sábado,13:40:00,CE,222.0,155.0,IRAUCUBA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,2,0,1,0,1,0,1,1,-3.73602738,-39.84136494,SPRF-CE,DEL04-CE,UOP03-DEL04-CE,04/06/2022 14:00:00,3.2,27.9,31.2,71.0,94.0,11.2,1.0
36090,454058,6/5/2022,domingo,9:05:00,SE,101.0,54.0,CARMOPOLIS,Chuva,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Interseção de vias,Não,12,0,1,0,11,0,1,3,-10.6327616,-37.00324059,SPRF-SE,DEL02-SE,UOP02-DEL02-SE,05/06/2022 09:00:00,0.6,23.8,25.9,90.0,43.0,19.3,1.0
36206,454221,6/5/2022,domingo,19:00:00,PA,316.0,18.0,BENEVIDES,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Não Informado,Sim,2,0,2,0,0,0,2,1,-1.36485638,-48.29643999,SPRF-PA,DEL01-PA,UOP01-DEL01-PA,05/06/2022 19:00:00,0.2,24.6,28.7,90.0,61.0,8.7,0.0
36224,454245,6/6/2022,segunda-feira,6:50:00,AL,424.0,103.7,MARECHAL DEODORO,Chuva,Colisão com objeto,Com Vítimas Fatais,Pleno dia,Decrescente,Chuva,Simples,Rotatória,Não,1,1,0,0,0,0,0,1,-9.67311078,-35.83848579,SPRF-AL,DEL02-AL,UOP01-DEL02-AL,06/06/2022 07:00:00,0.7,23.7,26.7,92.0,100.0,14.8,1.0
