,id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop,rounded_datetime,rain,temperature_2m,apparent_temperature,relativehumidity_2m,cloudcover,windspeed_10m,is_day
6,405221,1/1/2022,sábado,10:20:00,MG,40.0,452.2,CAETANOPOLIS,Chuva,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Desvio Temporário,Não,3,0,1,0,2,0,1,2,-19.33382121,-44.36107939,SPRF-MG,DEL02-MG,UOP01-DEL02-MG,01/01/2022 10:00:00,0.2,21.2,24.3,88.0,100.0,1.4,1.0
29,405460,1/2/2022,domingo,16:00:00,DF,60.0,15.1,BRASILIA,Chuva,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Sim,3,0,1,0,2,0,1,2,-15.943619,-48.172115,SPRF-DF,DEL01-DF,UOP02-DEL01-DF,02/01/2022 16:00:00,0.4,21.5,21.9,80.0,80.0,17.0,1.0
72,405820,1/3/2022,segunda-feira,21:15:00,MG,381.0,236.0,SANTANA DO PARAISO,Chuva,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,3,0,2,0,1,0,2,2,-19.38800792,-42.47616714,SPRF-MG,DEL06-MG,UOP01-DEL06-MG,03/01/2022 21:00:00,0.1,22.7,26.2,91.0,29.0,6.9,0.0
175,407071,1/6/2022,quinta-feira,15:05:00,ES,262.0,39.9,DOMINGOS MARTINS,Chuva,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,5,0,0,4,1,0,4,2,-20.3802679,-40.63000864,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,06/01/2022 15:00:00,4.1,27.9,30.5,63.0,100.0,9.4,1.0
183,407127,1/6/2022,quinta-feira,17:50:00,GO,60.0,117.3,TEREZOPOLIS DE GOIAS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,3,0,1,0,2,0,1,1,-16.4789,-49.0864,SPRF-GO,DEL01-GO,UOP01-DEL01-GO,06/01/2022 18:00:00,1.1,23.2,26.9,89.0,100.0,6.2,1.0
184,407128,1/6/2022,quinta-feira,18:00:00,RJ,116.0,243.0,PIRAI,Chuva,Colisão com objeto,Com Vítimas Feridas,Anoitecer,Decrescente,Chuva,Dupla,Reta,Sim,3,0,1,0,2,0,1,1,-22.595887,-43.954693,SPRF-RJ,DEL07-RJ,UOP01-DEL07-RJ,06/01/2022 18:00:00,6.0,22.9,26.9,94.0,100.0,6.2,1.0
187,407143,1/6/2022,quinta-feira,18:30:00,RJ,116.0,221.0,PARACAMBI,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-22.6931486,-43.78279481,SPRF-RJ,DEL07-RJ,UOP01-DEL07-RJ,06/01/2022 19:00:00,1.8,24.3,28.5,94.0,95.0,9.8,0.0
220,407269,1/7/2022,sexta-feira,12:35:00,MT,163.0,573.0,NOVA MUTUM,Chuva,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,3,1,0,1,1,0,1,2,-14.13823325,-56.10402945,SPRF-MT,DEL01-MT,UOP01-DEL01-MT,07/01/2022 13:00:00,0.1,28.2,32.7,74.0,92.0,6.9,1.0
244,407368,1/7/2022,sexta-feira,20:30:00,GO,452.0,161.6,ITUMBIARA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,-18.31260078,-49.49835091,SPRF-GO,DEL03-GO,UOP02-DEL03-GO,07/01/2022 21:00:00,1.2,21.8,25.5,95.0,100.0,4.8,0.0
246,407389,1/8/2022,sábado,0:11:00,RJ,116.0,241.2,PIRAI,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-22.64242197,-43.89766093,SPRF-RJ,DEL07-RJ,UOP01-DEL07-RJ,08/01/2022 00:00:00,0.3,20.7,24.0,96.0,100.0,4.3,0.0
257,407441,1/8/2022,sábado,8:10:00,RJ,101.0,173.0,MACAE,Chuva,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Curva,Não,3,1,0,1,1,0,1,2,-22.37100817,-41.95186287,SPRF-RJ,DEL08-RJ,UOP04-DEL08-RJ,08/01/2022 08:00:00,0.3,22.9,25.9,93.0,100.0,12.0,1.0
365,408092,1/11/2022,terça-feira,9:25:00,GO,50.0,178.9,CAMPO ALEGRE DE GOIAS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,2,0,0,1,1,0,1,2,-17.3972,-47.7778,SPRF-GO,DEL06-GO,UOP01-DEL06-GO,11/01/2022 09:00:00,0.2,21.3,23.6,87.0,100.0,7.4,1.0
372,408127,1/11/2022,terça-feira,17:45:00,PR,277.0,108.0,CAMPO LARGO,Chuva,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,3,0,1,1,1,0,2,2,-25.46337891,-49.35755379,SPRF-PR,DEL01-PR,UOP03-DEL03-PR,11/01/2022 18:00:00,0.9,18.5,19.6,94.0,100.0,10.9,1.0
425,408335,1/13/2022,quinta-feira,4:40:00,PB,230.0,471.6,SOUSA,Chuva,Engavetamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,4,0,0,0,3,1,0,3,-6.7943,-38.2918,SPRF-PB,DEL03-PB,UOP03-DEL03-PB,13/01/2022 05:00:00,1.2,22.2,25.9,92.0,100.0,3.5,0.0
443,408402,1/13/2022,quinta-feira,15:05:00,SP,116.0,37.0,CACHOEIRA PAULISTA,Chuva,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,-22.66497021,-44.98430985,SPRF-SP,DEL08-SP,UOP02-DEL08-SP,13/01/2022 15:00:00,1.7,26.5,29.8,72.0,78.0,7.7,1.0
637,409578,1/18/2022,terça-feira,0:20:00,RS,290.0,39.0,SANTO ANTONIO DA PATRULHA,Chuva,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Não,6,0,2,1,3,0,3,2,-29.88625,-50.648232,SPRF-RS,DEL03-RS,UOP01-DEL03-RS,18/01/2022 00:00:00,0.0,28.0,32.7,79.0,18.0,9.8,0.0
661,409666,1/18/2022,terça-feira,13:50:00,MG,381.0,627.1,OLIVEIRA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Não Informado,Não,3,0,1,1,1,0,2,2,-20.815651,-44.792345,SPRF-MG,DEL04-MG,UOP01-DEL04-MG,18/01/2022 14:00:00,0.2,26.7,29.9,61.0,46.0,6.1,1.0
662,409670,1/18/2022,terça-feira,14:35:00,MG,40.0,455.0,CAETANOPOLIS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,3,0,2,1,0,0,3,1,-19.35767518,-44.34735515,SPRF-MG,DEL02-MG,UOP01-DEL02-MG,18/01/2022 15:00:00,0.1,28.8,32.3,57.0,25.0,6.9,1.0
762,410091,1/20/2022,quinta-feira,18:10:00,MG,40.0,532.0,BELO HORIZONTE,Chuva,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Não Informado,Sim,4,0,1,0,3,0,1,3,-19.92372561,-44.01700789,SPRF-MG,DEL01-MG,UOP02-DEL01-MG,20/01/2022 18:00:00,0.0,25.8,27.7,57.0,12.0,3.2,1.0
791,410200,1/21/2022,sexta-feira,13:10:00,MG,40.0,568.0,NOVA LIMA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,2,0,1,0,1,0,1,1,-20.19509609,-43.97360482,SPRF-MG,DEL01-MG,UOP02-DEL01-MG,21/01/2022 13:00:00,0.3,24.2,26.9,64.0,55.0,4.2,1.0
897,410650,1/23/2022,domingo,15:00:00,TO,153.0,267.0,BRASILANDIA DO TOCANTINS,Chuva,Colisão transversal,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Curva,Não,3,1,1,1,0,0,2,2,-8.23628803,-48.46562767,SPRF-TO,DEL02-TO,UOP02-DEL02-TO,23/01/2022 15:00:00,0.1,30.6,35.6,66.0,21.0,10.7,1.0
907,410754,1/23/2022,domingo,21:00:00,SC,153.0,73.7,IRANI,Chuva,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Curva,Não,3,0,0,2,1,0,2,2,-27.071501,-51.899914,SPRF-SC,DEL07-SC,UOP04-DEL07-SC,23/01/2022 21:00:00,0.0,24.0,27.3,81.0,77.0,5.9,0.0
1016,411218,1/26/2022,quarta-feira,14:30:00,MT,364.0,299.3,JACIARA,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,2,0,1,0,1,0,1,2,-15.84691555,-55.14590671,SPRF-MT,DEL05-MT,UOP02-DEL05-MT,26/01/2022 15:00:00,3.1,26.7,31.4,75.0,17.0,1.9,1.0
1021,411233,1/26/2022,quarta-feira,15:00:00,BA,242.0,557.0,OLIVEIRA DOS BREJINHOS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,-12.12216878,-42.8965168,SPRF-BA,DEL10-BA,UOP02-DEL10-BA,26/01/2022 15:00:00,1.6,28.9,32.5,61.0,46.0,5.2,1.0
1099,411586,1/28/2022,sexta-feira,12:30:00,MG,381.0,365.0,SAO GONCALO DO RIO ABAIXO,Chuva,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Chuva,Simples,Não Informado,Não,4,1,0,2,1,0,2,2,-19.859257,-43.225422,SPRF-MG,DEL03-MG,UOP01-DEL03-MG,28/01/2022 13:00:00,0.0,28.4,30.6,50.0,43.0,8.9,1.0
1162,411933,1/30/2022,domingo,9:15:00,PR,116.0,2.0,CAMPINA GRANDE DO SUL,Chuva,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-25.06602975,-48.57857703,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,30/01/2022 09:00:00,1.7,18.8,21.2,98.0,100.0,5.7,1.0
1185,412115,1/31/2022,segunda-feira,7:15:00,SP,116.0,143.3,SAO JOSE DOS CAMPOS,Chuva,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Sim,8,0,3,0,5,0,3,6,-23.17849879,-45.83787411,SPRF-SP,DEL02-SP,UOP01-DEL02-SP,31/01/2022 07:00:00,0.6,20.0,22.6,95.0,89.0,6.5,1.0
1212,412231,1/31/2022,segunda-feira,17:00:00,MT,163.0,507.5,DIAMANTINO,Chuva,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,2,0,0,0,2,0,0,2,-14.52609475,-56.22356415,SPRF-MT,DEL01-MT,UOP01-DEL01-MT,31/01/2022 17:00:00,0.4,22.5,23.9,88.0,100.0,18.0,1.0
1251,412387,2/1/2022,terça-feira,21:50:00,ES,101.0,260.0,SERRA,Chuva,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,2,0,0,1,1,0,1,2,-20.14616415,-40.28836206,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,01/02/2022 22:00:00,0.8,25.9,31.7,91.0,100.0,2.5,0.0
1259,412403,2/1/2022,terça-feira,18:20:00,RJ,116.0,263.6,VOLTA REDONDA,Chuva,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1,0,0,0,1,0,0,1,-22.59220328,-44.06782285,SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ,01/02/2022 18:00:00,2.6,22.8,26.6,90.0,100.0,4.4,1.0
1284,412480,2/2/2022,quarta-feira,13:55:00,MG,40.0,462.7,SETE LAGOAS,Chuva,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Desvio Temporário,Não,2,0,0,1,0,1,1,2,-19.4136917,-44.33879427,SPRF-MG,DEL02-MG,UOP01-DEL02-MG,02/02/2022 14:00:00,0.3,24.4,28.1,81.0,97.0,4.3,1.0
1335,412659,2/3/2022,quinta-feira,14:40:00,TO,153.0,708.0,CARIRI DO TOCANTINS,Chuva,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Desvio Temporário,Não,2,0,2,0,0,0,2,2,-12.02248399,-49.19987885,SPRF-TO,DEL01-TO,UOP02-DEL01-TO,03/02/2022 15:00:00,0.6,30.1,37.6,69.0,33.0,1.6,1.0
1381,412864,2/4/2022,sexta-feira,9:10:00,RS,153.0,586.5,BAGE,Chuva,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,1,1,0,0,0,0,0,1,-31.09880692,-53.74105905,SPRF-RS,DEL11-RS,UOP03-DEL11-RS,04/02/2022 09:00:00,0.3,21.8,24.5,91.0,58.0,9.1,1.0
1537,413680,2/8/2022,terça-feira,11:45:00,MG,40.0,590.0,ITABIRITO,Chuva,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,5,0,4,0,1,0,4,2,-20.36807799,-43.90982881,SPRF-MG,DEL01-MG,UOP02-DEL01-MG,08/02/2022 12:00:00,0.3,21.9,24.5,86.0,100.0,6.7,1.0
1694,414296,2/11/2022,sexta-feira,15:10:00,MG,365.0,17.8,MONTES CLAROS,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Simples,Reta,Não,2,0,1,0,1,0,1,1,-16.87724015,-43.993381,SPRF-MG,DEL12-MG,UOP01-DEL12-MG,11/02/2022 15:00:00,0.2,26.1,28.9,62.0,74.0,2.6,1.0
1719,414430,2/8/2022,terça-feira,19:00:00,MG,262.0,586.1,CAMPOS ALTOS,Chuva,Colisão frontal,Sem Vítimas,Anoitecer,Decrescente,Chuva,Simples,Curva,Não,4,0,0,0,4,0,0,3,-19.66225488,-46.10030694,SPRF-MG,DEL08-MG,UOP02-DEL08-MG,08/02/2022 19:00:00,0.7,19.9,22.8,94.0,89.0,2.9,0.0
1764,414772,2/13/2022,domingo,16:30:00,MT,163.0,535.0,DIAMANTINO,Chuva,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Chuva,Simples,Reta,Não,3,0,2,0,1,0,2,2,-14.42375691,-56.11354441,SPRF-MT,DEL01-MT,UOP01-DEL01-MT,13/02/2022 17:00:00,0.6,25.5,29.4,80.0,64.0,5.4,1.0
1830,415139,2/15/2022,terça-feira,15:40:00,MT,70.0,281.0,PRIMAVERA DO LESTE,Chuva,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Sim,2,0,0,1,1,0,1,2,-15.57380712,-54.32276845,SPRF-MT,DEL05-MT,UOP01-DEL05-MT,15/02/2022 16:00:00,0.0,28.2,31.9,64.0,37.0,3.3,1.0
1893,415470,1/8/2022,sábado,15:20:00,RJ,101.0,525.0,ANGRA DOS REIS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,1,0,1,0,0,0,1,1,-23.0053988861,-44.4844850356,SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ,08/01/2022 15:00:00,5.1,22.9,26.0,94.0,100.0,12.5,1.0
1979,415839,2/19/2022,sábado,10:24:00,GO,153.0,509.0,APARECIDA DE GOIANIA,Chuva,Tombamento,Sem Vítimas,Pleno dia,Crescente,Chuva,Múltipla,Desvio Temporário,Sim,1,0,0,0,1,0,0,1,-16.7888,-49.2379,SPRF-GO,DEL01-GO,UOP03-DEL01-GO,19/02/2022 10:00:00,1.1,20.4,23.4,92.0,100.0,3.2,1.0
1999,415951,2/19/2022,sábado,22:15:00,MG,40.0,789.3,JUIZ DE FORA,Chuva,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Não,2,0,0,0,1,1,0,2,-21.75969297,-43.44077628,SPRF-MG,DEL05-MG,UOP01-DEL05-MG,19/02/2022 22:00:00,0.4,19.5,22.0,97.0,100.0,6.5,0.0
2063,416331,2/21/2022,segunda-feira,15:00:00,GO,60.0,137.0,GOIANIA,Chuva,Eventos atípicos,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Desvio Temporário,Não,1,0,0,0,1,0,0,1,-16.603,-49.2023,SPRF-GO,DEL01-GO,UOP01-DEL01-GO,21/02/2022 15:00:00,7.5,25.1,28.9,77.0,86.0,3.5,1.0
2158,416743,2/23/2022,quarta-feira,20:30:00,GO,364.0,305.0,MINEIROS,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,-17.517811,-52.532791,SPRF-GO,DEL05-GO,UOP01-DEL05-GO,23/02/2022 21:00:00,0.0,23.6,26.2,78.0,46.0,6.4,0.0
2247,417149,2/25/2022,sexta-feira,14:30:00,MT,364.0,332.0,SANTO ANTONIO DO LEVERGER,Chuva,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-15.82506773,-55.42827212,SPRF-MT,DEL05-MT,UOP02-DEL05-MT,25/02/2022 15:00:00,3.0,27.3,32.3,69.0,68.0,1.1,1.0
2326,417634,2/27/2022,domingo,16:40:00,MG,40.0,591.0,ITABIRITO,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Não Informado,Não,1,0,0,1,0,0,1,1,-20.37466721,-43.9077212,SPRF-MG,DEL01-MG,UOP02-DEL01-MG,27/02/2022 17:00:00,0.1,25.0,25.5,53.0,46.0,7.3,1.0
2415,418101,3/2/2022,quarta-feira,5:00:00,DF,20.0,21.0,BRASILIA,Chuva,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim,2,0,1,0,1,0,1,1,-15.603384,-47.684692,SPRF-DF,DEL02-DF,UOP01-DEL02-DF,02/03/2022 05:00:00,0.2,18.2,19.8,89.0,22.0,4.2,0.0
2418,418115,3/2/2022,quarta-feira,2:12:00,GO,153.0,295.5,RIALMA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Curva,Não,1,0,1,0,0,0,1,1,-15.24967,-49.556309,SPRF-GO,DEL02-GO,UOP02-DEL02-GO,02/03/2022 02:00:00,0.0,22.0,25.7,90.0,25.0,2.5,0.0
2490,418432,3/3/2022,quinta-feira,19:05:00,GO,50.0,178.8,CAMPO ALEGRE DE GOIAS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Não Informado,Não,1,0,1,0,0,0,1,1,-17.3972,-47.7778,SPRF-GO,DEL06-GO,UOP01-DEL06-GO,03/03/2022 19:00:00,2.1,21.1,23.0,86.0,27.0,9.1,0.0
2503,418480,3/3/2022,quinta-feira,12:30:00,PA,155.0,306.0,MARABA,Chuva,Tombamento,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Não Informado,Sim,2,1,0,0,1,0,0,2,-5.68730699,-49.11611506,SPRF-PA,DEL03-PA,UOP01-DEL03-PA,03/03/2022 13:00:00,0.0,29.8,35.7,65.0,100.0,4.4,1.0
2531,418545,3/3/2022,quinta-feira,14:25:00,AL,101.0,0.1,NOVO LINO,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-8.879721,-35.628887,SPRF-AL,DEL01-AL,UOP02-DEL01-AL,03/03/2022 14:00:00,0.6,29.8,33.9,66.0,84.0,13.6,1.0
2561,418671,3/4/2022,sexta-feira,15:18:00,AL,101.0,67.0,MESSIAS,Chuva,Eventos atípicos,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-9.34144305,-35.83125567,SPRF-AL,DEL01-AL,UOP02-DEL01-AL,04/03/2022 15:00:00,0.9,25.5,29.1,82.0,100.0,9.6,1.0
2627,418989,3/6/2022,domingo,14:20:00,RS,386.0,347.4,LAJEADO,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1,0,0,0,1,0,0,1,-29.451736,-51.965893,SPRF-RS,DEL04-RS,UOP01-DEL04-RS,06/03/2022 14:00:00,0.2,34.2,39.0,50.0,41.0,12.3,1.0
2639,419039,3/6/2022,domingo,20:45:00,RS,116.0,479.0,TURUCU,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Túnel,Não,1,0,1,0,0,0,1,1,-31.39171431,-52.1435178,SPRF-RS,DEL07-RS,UOP01-DEL07-RS,06/03/2022 21:00:00,0.0,23.7,27.5,92.0,57.0,9.3,0.0
2831,419754,3/10/2022,quinta-feira,17:50:00,SP,116.0,362.0,MIRACATU,Chuva,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Curva,Não,2,0,1,0,1,0,1,2,-24.1220177,-47.27047772,SPRF-SP,DEL04-SP,UOP02-DEL04-SP,10/03/2022 18:00:00,0.0,27.7,33.9,91.0,17.0,9.3,1.0
2896,419985,3/11/2022,sexta-feira,19:30:00,SC,282.0,394.2,JOACABA,Chuva,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Curva,Não,3,0,1,1,1,0,2,2,-27.16017,-51.58284,SPRF-SC,DEL07-SC,UOP05-DEL07-SC,11/03/2022 20:00:00,0.4,17.9,18.9,96.0,100.0,11.0,0.0
2902,420009,3/11/2022,sexta-feira,23:50:00,PR,116.0,6.6,CAMPINA GRANDE DO SUL,Chuva,Tombamento,Com Vítimas Fatais,Plena Noite,Crescente,Chuva,Dupla,Reta,Não,3,1,0,0,2,0,0,3,-25.08710459,-48.60776389,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,12/03/2022 00:00:00,0.1,21.3,25.1,99.0,100.0,4.3,0.0
2911,420046,3/12/2022,sábado,4:30:00,SP,381.0,38.0,ATIBAIA,Chuva,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Sim,2,0,0,0,1,1,0,2,-23.1133221,-46.57174974,SPRF-SP,DEL03-SP,UOP01-DEL03-SP,12/03/2022 05:00:00,0.2,20.6,23.5,98.0,80.0,8.4,0.0
2920,420065,3/12/2022,sábado,5:40:00,MA,222.0,600.0,ACAILANDIA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,-4.60806234,-46.93476471,SPRF-MA,DEL04-MA,UOP03-DEL04-MA,12/03/2022 06:00:00,0.1,22.6,26.9,98.0,92.0,5.6,0.0
2924,420076,3/12/2022,sábado,8:00:00,PR,116.0,26.0,CAMPINA GRANDE DO SUL,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-25.10683694,-48.785333,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,12/03/2022 08:00:00,0.1,19.0,20.9,95.0,100.0,7.7,1.0
2945,420162,3/12/2022,sábado,16:00:00,PR,116.0,25.0,CAMPINA GRANDE DO SUL,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-25.10784511,-48.77548601,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,12/03/2022 16:00:00,0.6,19.2,20.7,96.0,100.0,12.3,1.0
2947,420168,3/12/2022,sábado,17:20:00,PR,376.0,437.0,TIBAGI,Chuva,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,3,0,1,0,2,0,1,2,-24.84593393,-50.47413272,SPRF-PR,DEL03-PR,UOP02-DEL03-PR,12/03/2022 17:00:00,1.5,19.9,22.1,97.0,100.0,9.0,1.0
2955,420240,3/12/2022,sábado,23:40:00,GO,452.0,186.0,ITUMBIARA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,1,0,0,1,0,0,1,1,-18.4008952,-49.31007395,SPRF-GO,DEL03-GO,UOP02-DEL03-GO,13/03/2022 00:00:00,4.7,22.4,26.1,89.0,100.0,3.1,0.0
2976,420363,3/13/2022,domingo,15:50:00,RJ,116.0,278.0,BARRA MANSA,Chuva,Colisão lateral mesmo sentido,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,5,1,2,0,2,0,2,2,-22.55271018,-44.17778004,SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ,13/03/2022 16:00:00,1.1,27.7,31.1,66.0,36.0,6.0,1.0
2978,420371,3/13/2022,domingo,16:15:00,SP,116.0,218.0,GUARULHOS,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Múltipla,Reta,Sim,1,0,1,0,0,0,1,1,-23.457972,-46.479927,SPRF-SP,DEL01-SP,UOP01-DEL01-SP,13/03/2022 16:00:00,1.0,24.5,27.4,76.0,65.0,6.5,1.0
2985,420426,3/13/2022,domingo,15:15:00,MT,70.0,604.9,POCONE,Chuva,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,2,0,0,1,1,0,1,2,-15.851545,-56.848357,SPRF-MT,DEL03-MT,UOP02-DEL03-MT,13/03/2022 15:00:00,9.3,26.8,31.3,81.0,41.0,7.6,1.0
3085,420817,3/15/2022,terça-feira,17:30:00,SC,282.0,510.8,XANXERE,Chuva,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Simples,Curva,Não,3,0,1,0,2,0,1,2,-26.897114,-52.463585,SPRF-SC,DEL07-SC,UOP01-DEL07-SC,15/03/2022 18:00:00,1.8,20.5,22.7,85.0,100.0,4.9,1.0
3178,421162,3/17/2022,quinta-feira,15:00:00,MT,364.0,285.0,JACIARA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,2,0,1,0,1,0,1,2,-15.90624979,-55.04864784,SPRF-MT,DEL05-MT,UOP02-DEL05-MT,17/03/2022 15:00:00,1.8,24.7,28.6,83.0,73.0,5.6,1.0
3203,421229,3/18/2022,sexta-feira,6:18:00,AL,423.0,66.9,AGUA BRANCA,Chuva,Eventos atípicos,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,4,0,4,0,0,0,4,2,-9.300982,-37.870716,SPRF-AL,DEL03-AL,UOP02-DEL03-AL,18/03/2022 06:00:00,0.0,22.9,26.1,91.0,98.0,9.3,1.0
